prd_id,prd_name,prd_category,prd_brand,prd_cost,prd_price,prd_start_dt
SKU10286,UrbanHome Everyday Box 286,Dairy,FreshMart,1210.2,273.53,01/05/2024
SKU10287,PrimeSelect Everyday Bottle 287,Household,DailyChoice,975.57,3388.04,29/10/2021
SKU10288,SmartChoice Premium Pack 288,Office Supplies,HomePro,614.15,2623.56,19/01/2019
SKU10289,PureLife Premium Bottle 289,Electronics,TechPlus,495.88,1129.82,03/02/2024
SKU10290,TechPlus Classic Set 290,Personal Care,ValueMax,2155.02,2529.73,07/08/2019
SKU10291,TechPlus Everyday Pack 291,Personal Care,FreshMart,1485.33,1188.26,08/05/2023
SKU10292,GoodBuy Classic Set 292,Groceries,DailyChoice,955.93,2839.36,30/10/2025
SKU10293,PureLife Max Unit 293,Electronics,DailyChoice,2117.54,3614.89,06/03/2019
SKU10294,HomePro Classic Bottle 294,Home & Kitchen,DailyChoice,2066.4,2101.07,09/01/2024
SKU10295,SmartChoice Plus Set 295,Groceries,TechPlus,295,3809.86,10/12/2024
SKU10296,PrimeSelect Premium Box 296,Household,TechPlus,1426.87,1769.24,16/04/2023
SKU10297,GoodBuy Classic Unit 297,Home & Kitchen,HomePro,777.92,3434.54,21/09/2023
SKU10298,PureLife Everyday Box 298,Frozen Foods,HomePro,1361.27,3101.38,03/03/2025
SKU10299,ValueMax Premium Set 299,Dairy,TechPlus,1800.64,381.07,27/04/2024
SKU10300,PrimeSelect Everyday Bottle 300,Dairy,PrimeSelect,41.1,3653.23,10/04/2019
SKU10301,PrimeSelect Everyday Box 301,Snacks,PureLife,1293.65,3644.4,19/04/2024
SKU10302,UrbanHome Max Set 302,Office Supplies,UrbanHome,743.5,1425.12,08/03/2024
SKU10303,PrimeSelect Premium Unit 303,Home & Kitchen,HomePro,1344.35,3179.95,24/07/2020
SKU10304,ValueMax Plus Pack 304,Home & Kitchen,DailyChoice,292.41,921.81,25/06/2023
SKU10305,TechPlus Classic Box 305,Household,DailyChoice,2047.56,150.66,05/10/2024
SKU10306,GoodBuy Plus Set 306,Home & Kitchen,GoodBuy,1368.3,855.51,21/10/2024
SKU10307,DailyChoice Plus Unit 307,Beverages,GoodBuy,543.44,1951.43,17/12/2024
SKU10308,HomePro Plus Bottle 308,Office Supplies,PureLife,1928.82,259.34,28/04/2024
SKU10309,PrimeSelect Classic Unit 309,Personal Care,TechPlus,113.7,665.22,02/11/2019
SKU10310,UrbanHome Everyday Pack 310,Frozen Foods,FreshMart,1490.2,3803.24,27/04/2022
SKU10311,PrimeSelect Max Unit 311,Groceries,SmartChoice,1264.37,1990.55,05/08/2020
SKU10312,HomePro Everyday Bottle 312,Electronics,HomePro,118.32,3297.71,27/06/2019
SKU10313,ValueMax Plus Unit 313,Office Supplies,SmartChoice,639.27,850.29,31/13/2022
SKU10314,HomePro Premium Unit 314,Groceries,GoodBuy,211.31,381.43,23/03/2025
SKU10315,HomePro Max Pack 315,Household,SmartChoice,1836.32,3128.78,04/02/2023
SKU10316,UrbanHome Plus Set 316,Snacks,GoodBuy,1770.31,1414.87,23/03/2024
SKU10317,SmartChoice Plus Pack 317,Electronics,DailyChoice,241.46,1855.42,11/06/2022
SKU10318,HomePro Max Unit 318,Household,PrimeSelect,290.83,3968.75,09/06/2021
SKU10319,DailyChoice Premium Box 319,Office Supplies,TechPlus,2203.1,1286.63,22/04/2022
SKU10320,PureLife Max Set 320,Home & Kitchen,UrbanHome,518.1,1908.39,25/09/2025
SKU10321,UrbanHome Classic Bottle 321,Electronics,HomePro,773.08,2550.2,18/12/2020
SKU10322,ValueMax Premium Pack 322,Household,DailyChoice,1717.01,383.6,16/02/2021
SKU10323,PrimeSelect Premium Box 323,Electronics,DailyChoice,170.59,2874.24,18/10/2024
SKU10324,PrimeSelect Plus Set 324,Personal Care,ValueMax,2370.19,1823.37,15/07/2021
SKU10325,PrimeSelect Max Pack 325,Snacks,FreshMart,77.06,724.81,09/03/2025
SKU10326,FreshMart Plus Pack 326,Home & Kitchen,PrimeSelect,2125.87,1739.25,02/09/2025
SKU10327,FreshMart Premium Pack 327,Household,DailyChoice,915.05,1858.85,15/06/2019
SKU10328,TechPlus Plus Pack 328,Electronics,PureLife,392.1,2573.73,29/07/2023
SKU10329,SmartChoice Plus Unit 329,Groceries,ValueMax,956.18,3750.42,24/08/2019
SKU10330,PureLife Everyday Box 330,Snacks,HomePro,2432.65,3067.31,06/01/2025
SKU10331,FreshMart Everyday Set 331,Personal Care,GoodBuy,1331.86,1548.33,16/10/2019
SKU10332,PrimeSelect Max Pack 332,Snacks,PureLife,167.01,3879.5,28/01/2025
SKU10333,PureLife Premium Bottle 333,Personal Care,DailyChoice,2355.02,3169.6,07/04/2024
SKU10334,HomePro Max Set 334,Household,PureLife,376.03,140.97,03/09/2022
SKU10335,ValueMax Everyday Box 335,Groceries,FreshMart,155.63,492.85,03/06/2020
SKU10336,HomePro Plus Bottle 336,Household,FreshMart,132.66,895.5,29/10/2020
SKU10337,FreshMart Max Pack 337,Office Supplies,HomePro,2069.31,361.51,14/12/2021
SKU10338,FreshMart Classic Pack 338,Snacks,FreshMart,399.49,1957.15,19/10/2024
SKU10339,ValueMax Classic Set 339,Personal Care,TechPlus,463.88,1382.65,22/02/2025
SKU10340,HomePro Max Set 340,Frozen Foods,SmartChoice,2361.41,3892.51,08/06/2022
SKU10341,ValueMax Plus Box 341,Office Supplies,PureLife,1536.8,1906.76,05/08/2020
SKU10342,PrimeSelect Max Unit 342,Dairy,UrbanHome,727.84,872.25,11/11/2022
SKU10343,PureLife Premium Unit 343,Groceries,TechPlus,1474.41,3883.8,10/09/2024
SKU10344,PureLife Premium Unit 344,Frozen Foods,GoodBuy,622.87,498.3,15/09/2022
SKU10345,HomePro Classic Pack 345,Personal Care,PrimeSelect,1245.78,320.05,04/02/2025
SKU10346,HomePro Max Set 346,Groceries,ValueMax,849.86,351.07,24/01/2019
SKU10347,SmartChoice Plus Bottle 347,Snacks,SmartChoice,1564.11,2710.91,08/06/2022
SKU10348,DailyChoice Max Box 348,Household,SmartChoice,1901.85,1994.34,25/04/2019
SKU10349,DailyChoice Classic Unit 349,Groceries,PureLife,884.3,2508.2,10/03/2023
SKU10350,SmartChoice Max Bottle 350,Groceries,TechPlus,376.9,3403.15,21/03/2023
SKU10351,UrbanHome Plus Set 351,Frozen Foods,GoodBuy,902.24,2735.09,19/02/2021
SKU10352,HomePro Max Box 352,Snacks,GoodBuy,1900.22,3451.31,09/06/2024
SKU10353,SmartChoice Everyday Bottle 353,Dairy,SmartChoice,1971.96,2978.47,06/07/2025
SKU10354,UrbanHome Classic Unit 354,Office Supplies,PrimeSelect,1968.17,2707.37,16/02/2022
SKU10355,GoodBuy Everyday Bottle 355,Beverages,TechPlus,2436.94,564.75,23/12/2021
SKU10356,FreshMart Plus Bottle 356,Groceries,SmartChoice,2065.46,1946.83,21/04/2020
SKU10357,PrimeSelect Max Pack 357,Groceries,ValueMax,2422.06,1749.38,12/03/2019
SKU10358,SmartChoice Premium Pack 358,Frozen Foods,ValueMax,1574.45,2176.56,13/10/2021
SKU10359,UrbanHome Classic Unit 359,Groceries,PrimeSelect,588.78,1582.84,08/01/2022
SKU10360,DailyChoice Premium Bottle 360,Dairy,PureLife,1528.33,2493.14,04/04/2024
SKU10361,GoodBuy Classic Bottle 361,Frozen Foods,SmartChoice,510.63,1588.05,25/11/2024
SKU10362,UrbanHome Premium Pack 362,Dairy,ValueMax,231.61,2243.74,29/09/2019
SKU10363,DailyChoice Max Set 363,Snacks,DailyChoice,767.28,1597.65,17/01/2020
SKU10364,SmartChoice Max Bottle 364,Dairy,FreshMart,919.68,3610.02,01/11/2022
SKU10365,ValueMax Everyday Set 365,Home & Kitchen,HomePro,1778.04,1512.46,27/07/2021
SKU10366,GoodBuy Plus Bottle 366,Groceries,FreshMart,920.43,2931.8,22/10/2023
SKU10367,PureLife Plus Box 367,Office Supplies,PrimeSelect,27.81,2466.53,17/03/2021
SKU10368,GoodBuy Premium Pack 368,Dairy,GoodBuy,2294.01,1835.21,05/11/2021
SKU10369,GoodBuy Max Unit 369,Office Supplies,FreshMart,1481.72,3236.3,15/01/2022
SKU10370,HomePro Plus Pack 370,Electronics,PrimeSelect,542.68,434.14,12/02/2023
SKU10371,TechPlus Max Unit 371,Electronics,FreshMart,645.67,3049.12,24/06/2019
SKU10372,DailyChoice Classic Pack 372,Household,DailyChoice,327.87,3795.89,17/01/2025
SKU10373,TechPlus Classic Box 373,Snacks,SmartChoice,2268.24,1762.14,27/04/2021
SKU10374,HomePro Premium Set 374,Household,HomePro,590.92,3657.55,16/06/2020
SKU10375,ValueMax Plus Box 375,Frozen Foods,FreshMart,2352.8,3508.61,21/05/2023
SKU10376,HomePro Everyday Set 376,Personal Care,ValueMax,675.49,3056.68,04/12/2019
SKU10377,PureLife Premium Unit 377,Beverages,ValueMax,2002.14,3345.75,15/01/2023
SKU10378,HomePro Plus Box 378,Household,DailyChoice,45.92,2928.63,02/06/2019
SKU10379,FreshMart Plus Bottle 379,Personal Care,PureLife,1218.52,2063.86,21/10/2020
SKU10380,ValueMax Premium Bottle 380,Electronics,UrbanHome,935.65,2223.1,21/12/2023
SKU10381,TechPlus Everyday Pack 381,Office Supplies,GoodBuy,849.77,1688.22,18/07/2021
SKU10382,UrbanHome Premium Box 382,Personal Care,TechPlus,2480.55,2667.24,01/03/2025
SKU10383,FreshMart Plus Unit 383,Snacks,TechPlus,1807.75,1319.42,08/06/2021
SKU10384,TechPlus Everyday Pack 384,Personal Care,GoodBuy,654.33,2966.45,22/09/2023
SKU10385,SmartChoice Premium Unit 385,Beverages,PrimeSelect,1886.06,2035.31,16/03/2019
SKU10386,PureLife Plus Bottle 386,Electronics,PureLife,341.33,1432.16,07/09/2025
SKU10387,TechPlus Premium Bottle 387,Personal Care,FreshMart,2316.3,614.49,20/03/2023
SKU10388,TechPlus Plus Set 388,Household,SmartChoice,1077.44,1044.44,06/11/2023
SKU10389,FreshMart Everyday Bottle 389,Office Supplies,DailyChoice,492.84,2571.6,24/03/2021
SKU10390,GoodBuy Everyday Bottle 390,Home & Kitchen,SmartChoice,696.59,1498.3,22/12/2020
SKU10391,FreshMart Everyday Set 391,Dairy,TechPlus,404.77,161.68,27/12/2021
SKU10392,SmartChoice Everyday Set 392,Electronics,DailyChoice,2327.78,1339.06,30/09/2020
SKU10393,TechPlus Max Bottle 393,Electronics,GoodBuy,778.62,1484.44,21/02/2019
SKU10394,HomePro Classic Unit 394,Electronics,PrimeSelect,374.27,960.17,25/07/2023
SKU10395,PrimeSelect Everyday Bottle 395,Personal Care,HomePro,2035.99,1166.67,27/11/2023
SKU10396,PrimeSelect Classic Box 396,Dairy,ValueMax,548.88,2828.56,17/08/2023
SKU10397,PrimeSelect Everyday Bottle 397,Snacks,PureLife,253.49,2992.68,16/10/2022
SKU10398,ValueMax Plus Box 398,Beverages,DailyChoice,1677.62,3836.83,02/08/2022
SKU10399,ValueMax Plus Pack 399,Beverages,PrimeSelect,38.37,498.81,29/09/2025
SKU10400,PureLife Plus Pack 400,Frozen Foods,GoodBuy,2084.4,1267.55,10/08/2022
SKU10401,UrbanHome Max Set 401,Beverages,PrimeSelect,1415.52,335.87,31/10/2023
SKU10402,ValueMax Everyday Box 402,Frozen Foods,UrbanHome,632.11,2464.82,31/13/2022
SKU10403,PureLife Classic Unit 403,Frozen Foods,SmartChoice,1194.51,95.06,24/03/2019
SKU10404,ValueMax Classic Box 404,Dairy,GoodBuy,670.79,845.26,24/05/2021
SKU10405,TechPlus Max Bottle 405,Personal Care,GoodBuy,1341.49,2360.31,09/12/2023
SKU10406,PrimeSelect Classic Pack 406,Household,SmartChoice,1437.68,1150.14,05/05/2023
SKU10407,ValueMax Plus Bottle 407,Household,SmartChoice,1933.77,1547.02,01/10/2023
SKU10408,PrimeSelect Max Bottle 408,Household,PureLife,1175.9,2571.74,12/02/2024
SKU10409,GoodBuy Classic Set 409,Household,GoodBuy,1970.86,1576.69,29/06/2020
SKU10410,UrbanHome Plus Pack 410,Office Supplies,SmartChoice,191.72,1589.71,26/07/2024
SKU10411,ValueMax Everyday Pack 411,Personal Care,PureLife,2304.93,1137.22,22/11/2023
SKU10412,PrimeSelect Classic Box 412,Snacks,SmartChoice,480.06,384.05,08/02/2021
SKU10413,SmartChoice Plus Unit 413,Household,ValueMax,2094.71,306.63,13/06/2022
SKU10414,HomePro Premium Pack 414,Groceries,DailyChoice,1246.69,196.4,14/11/2024
SKU10415,TechPlus Classic Box 415,Groceries,PrimeSelect,279.7,1825.38,22/02/2020
SKU10416,FreshMart Classic Box 416,Beverages,TechPlus,912.31,895.77,26/01/2021
SKU10417,UrbanHome Classic Pack 417,Electronics,HomePro,2297.46,58.65,25/04/2020
SKU10418,PureLife Everyday Box 418,Groceries,PrimeSelect,2090.09,2727.1,01/02/2021
SKU10419,HomePro Premium Bottle 419,Snacks,ValueMax,1811.34,3270.14,26/05/2020
SKU10420,PureLife Everyday Set 420,Beverages,UrbanHome,962.02,617.08,08/07/2024
SKU10421,ValueMax Premium Set 421,Dairy,TechPlus,1480.2,2268.69,13/10/2025
SKU10422,DailyChoice Everyday Box 422,Household,DailyChoice,595.66,3936.42,20/08/2025
SKU10423,ValueMax Max Pack 423,Groceries,UrbanHome,1626.65,1096.96,14/06/2021
SKU10424,ValueMax Max Unit 424,Dairy,HomePro,667.13,2931.33,19/05/2025
SKU10425,ValueMax Premium Unit 425,Household,ValueMax,2075.94,673.55,24/07/2019
SKU10426,UrbanHome Classic Set 426,Dairy,ValueMax,1767.16,3730.41,05/10/2019
SKU10427,TechPlus Premium Pack 427,Household,PureLife,977.5,31.72,24/03/2021
SKU10428,HomePro Premium Set 428,Groceries,TechPlus,1655.52,1200.08,22/12/2020
SKU10429,PureLife Premium Unit 429,Beverages,PureLife,826.34,3906.44,31/13/2022
SKU10430,FreshMart Classic Bottle 430,Personal Care,PrimeSelect,406.02,2692.64,14/03/2024
SKU10431,TechPlus Everyday Pack 431,Office Supplies,ValueMax,603.26,871.03,27/02/2024
SKU10432,PureLife Everyday Set 432,Snacks,GoodBuy,693.79,3171.72,08/07/2024
SKU10433,ValueMax Premium Pack 433,Beverages,HomePro,582.01,3595.4,19/12/2023
SKU10434,GoodBuy Max Bottle 434,Groceries,SmartChoice,1702.32,1964.47,14/06/2022
SKU10435,PureLife Everyday Set 435,Dairy,PureLife,1854.36,649.41,27/05/2019
SKU10436,PrimeSelect Premium Unit 436,Dairy,DailyChoice,1153.71,1056.61,10/02/2019
SKU10437,HomePro Premium Box 437,Household,HomePro,2469.73,3774.16,05/09/2025
SKU10438,GoodBuy Classic Box 438,Beverages,SmartChoice,2229.73,669.58,08/06/2022
SKU10439,ValueMax Classic Box 439,Snacks,UrbanHome,235.88,1268.27,10/07/2025
SKU10440,GoodBuy Classic Set 440,Beverages,GoodBuy,1161.92,607.78,19/03/2019
SKU10441,DailyChoice Max Bottle 441,Electronics,SmartChoice,2273.02,449.26,09/05/2023
SKU10442,TechPlus Premium Box 442,Personal Care,SmartChoice,566.26,2102.44,04/12/2020
SKU10443,HomePro Plus Bottle 443,Dairy,GoodBuy,958.42,1604.94,31/13/2022
SKU10444,GoodBuy Everyday Bottle 444,Groceries,DailyChoice,2368.43,213.29,01/07/2023
SKU10445,TechPlus Everyday Bottle 445,Household,UrbanHome,1944.63,606.42,23/05/2022
SKU10446,DailyChoice Premium Set 446,Beverages,PrimeSelect,2084.17,179.5,03/12/2019
SKU10447,FreshMart Classic Unit 447,Beverages,DailyChoice,2201.12,127.62,04/11/2025
SKU10448,PrimeSelect Max Unit 448,Home & Kitchen,UrbanHome,444.52,738.53,17/11/2023
SKU10449,TechPlus Max Box 449,Electronics,HomePro,1754.2,2982.29,20/06/2021
SKU10450,FreshMart Premium Box 450,Dairy,ValueMax,2010.95,88.64,03/04/2023
SKU10451,UrbanHome Max Set 451,Dairy,FreshMart,581.67,1238.78,14/01/2020
SKU10452,UrbanHome Plus Unit 452,Dairy,PureLife,127.53,2272.21,10/12/2021
SKU10453,PrimeSelect Classic Unit 453,Personal Care,TechPlus,462.32,2982.5,28/11/2021
SKU10454,UrbanHome Max Set 454,Home & Kitchen,TechPlus,1858.68,2721.23,19/07/2021
SKU10455,PureLife Plus Bottle 455,Office Supplies,UrbanHome,1741.84,3954.05,24/04/2022
SKU10456,FreshMart Premium Pack 456,Home & Kitchen,DailyChoice,2231.48,1124.24,05/04/2025
SKU10457,TechPlus Classic Bottle 457,Beverages,SmartChoice,806.04,30.55,18/01/2019
SKU10458,GoodBuy Everyday Set 458,Electronics,DailyChoice,1561.93,181.73,14/10/2022
SKU10459,TechPlus Max Bottle 459,Home & Kitchen,SmartChoice,86.45,417.15,09/06/2025
SKU10460,PureLife Max Pack 460,Dairy,ValueMax,2339.01,3901.69,31/01/2025
SKU10461,ValueMax Classic Box 461,Electronics,HomePro,1395.14,2293.09,21/02/2025
SKU10462,DailyChoice Premium Set 462,Beverages,SmartChoice,1876,3203.49,28/10/2021
SKU10463,TechPlus Plus Unit 463,Groceries,HomePro,723.86,3940.76,18/11/2022
SKU10464,SmartChoice Plus Bottle 464,Home & Kitchen,PrimeSelect,223.25,3381.74,26/01/2023
SKU10465,PureLife Classic Box 465,Office Supplies,PureLife,175.8,1648.24,25/09/2024
SKU10466,ValueMax Plus Bottle 466,Electronics,DailyChoice,2040.36,3507.25,14/07/2025
SKU10467,TechPlus Plus Box 467,Office Supplies,HomePro,396.83,1751.99,29/09/2020
SKU10468,GoodBuy Premium Box 468,Personal Care,FreshMart,2063.52,482.45,07/11/2019
SKU10469,SmartChoice Premium Bottle 469,Groceries,FreshMart,677.86,2206.08,24/10/2020
SKU10470,SmartChoice Max Box 470,Dairy,HomePro,1362.35,3665.52,18/10/2020
SKU10471,SmartChoice Premium Pack 471,Frozen Foods,PrimeSelect,669.55,3144.62,20/01/2021
SKU10472,TechPlus Plus Set 472,Home & Kitchen,DailyChoice,144.21,1625.65,10/04/2025
SKU10473,FreshMart Classic Unit 473,Frozen Foods,ValueMax,1364.85,3423.82,22/06/2020
SKU10474,SmartChoice Max Pack 474,Beverages,UrbanHome,930.46,1872.8,21/11/2021
SKU10475,DailyChoice Classic Unit 475,Personal Care,UrbanHome,1099.07,2747.76,13/06/2021
SKU10476,PureLife Plus Set 476,Office Supplies,DailyChoice,1511.87,1352.55,11/11/2020
SKU10477,PrimeSelect Max Set 477,Office Supplies,UrbanHome,797.88,803.01,06/05/2020
SKU10478,PrimeSelect Everyday Unit 478,Office Supplies,DailyChoice,1418.24,1274.48,29/10/2025
SKU10479,HomePro Premium Pack 479,Office Supplies,DailyChoice,1651.28,3504.4,16/04/2023
SKU10480,ValueMax Plus Set 480,Dairy,ValueMax,242.07,3959.39,13/09/2019
SKU10481,ValueMax Everyday Bottle 481,Frozen Foods,ValueMax,888.24,1077.75,26/06/2023
SKU10482,GoodBuy Classic Box 482,Personal Care,DailyChoice,243.07,194.46,09/03/2023
SKU10483,ValueMax Plus Unit 483,Groceries,TechPlus,37.2,312.2,16/06/2021
SKU10484,PrimeSelect Plus Set 484,Electronics,TechPlus,147.05,3022.66,24/05/2024
SKU10485,UrbanHome Premium Unit 485,Electronics,ValueMax,1488.69,2126.16,28/06/2024
SKU10486,GoodBuy Premium Unit 486,Electronics,GoodBuy,229.08,2237.72,20/05/2024
SKU10487,PureLife Plus Set 487,Frozen Foods,PrimeSelect,2173.88,209.47,17/05/2023
SKU10488,PrimeSelect Plus Bottle 488,Groceries,PureLife,1903.42,351.8,09/01/2022
SKU10489,PrimeSelect Classic Unit 489,Electronics,SmartChoice,41.87,3661.05,01/06/2020
SKU10490,PureLife Premium Unit 490,Electronics,GoodBuy,1441.65,2319.62,20/04/2019
SKU10491,PureLife Max Pack 491,Beverages,PrimeSelect,45.42,900.25,14/04/2025
SKU10492,GoodBuy Max Unit 492,Beverages,TechPlus,290.8,853.62,03/10/2024
SKU10493,PrimeSelect Plus Unit 493,Home & Kitchen,FreshMart,2470.86,986.39,18/05/2020
SKU10494,DailyChoice Classic Pack 494,Household,PrimeSelect,1153.42,283.12,29/06/2024
SKU10495,FreshMart Classic Unit 495,Personal Care,FreshMart,87.48,227.56,30/04/2019
SKU10496,SmartChoice Everyday Pack 496,Office Supplies,FreshMart,2128.78,2888.34,16/08/2020
SKU10497,PrimeSelect Everyday Unit 497,Dairy,GoodBuy,2295.02,1077.11,11/01/2020
SKU10498,HomePro Everyday Unit 498,Household,HomePro,1379.99,1556.33,01/05/2021
SKU10499,ValueMax Classic Set 499,Beverages,UrbanHome,1770.74,2163.33,10/03/2021
SKU10500,SmartChoice Premium Bottle 500,Home & Kitchen,PrimeSelect,1954.7,1300.65,05/07/2022
SKU10501,GoodBuy Max Box 501,Electronics,HomePro,1841.99,1930.78,31/13/2022
SKU10502,GoodBuy Everyday Set 502,Snacks,PureLife,1246.41,3464.09,13/10/2019
SKU10503,TechPlus Plus Set 503,Electronics,HomePro,2085.06,999.07,10/01/2020
SKU10504,GoodBuy Max Pack 504,Snacks,DailyChoice,1327.77,3171.3,13/08/2024
SKU10505,SmartChoice Plus Set 505,Home & Kitchen,FreshMart,663.57,1077.88,02/10/2022
SKU10506,GoodBuy Everyday Set 506,Dairy,FreshMart,30.09,772.18,24/04/2025
SKU10507,HomePro Plus Bottle 507,Dairy,PrimeSelect,909.3,318.46,23/11/2019
SKU10508,PrimeSelect Everyday Bottle 508,Frozen Foods,DailyChoice,224.81,2746.28,09/02/2021
SKU10509,UrbanHome Classic Unit 509,Home & Kitchen,DailyChoice,176.93,1664.19,30/01/2020
SKU10510,FreshMart Classic Set 510,Office Supplies,PureLife,1183.68,3088.59,29/04/2025
SKU10511,SmartChoice Classic Pack 511,Office Supplies,SmartChoice,2360.31,556.7,02/02/2020
SKU10512,DailyChoice Everyday Unit 512,Electronics,SmartChoice,281.68,2425.3,25/06/2024
SKU10513,ValueMax Classic Box 513,Snacks,FreshMart,698.9,81.56,25/04/2020
SKU10514,DailyChoice Everyday Box 514,Household,TechPlus,2078.59,958.31,25/12/2023
SKU10515,UrbanHome Plus Bottle 515,Groceries,HomePro,1016.54,2450.3,12/02/2022
SKU10516,ValueMax Classic Bottle 516,Groceries,GoodBuy,1901.83,252.47,19/08/2025
SKU10517,GoodBuy Plus Bottle 517,Home & Kitchen,GoodBuy,1364.99,1527.6,24/06/2019
SKU10518,SmartChoice Max Bottle 518,Frozen Foods,FreshMart,1517.75,2259.8,22/03/2021
SKU10519,FreshMart Premium Set 519,Frozen Foods,PrimeSelect,419.64,2918.52,13/12/2023
SKU10520,DailyChoice Max Box 520,Household,PureLife,893.66,2831.45,08/04/2025
SKU10521,UrbanHome Classic Unit 521,Home & Kitchen,PrimeSelect,1561.95,618.28,09/09/2022
SKU10522,TechPlus Classic Set 522,Home & Kitchen,ValueMax,86.39,328.43,04/09/2019
SKU10523,DailyChoice Max Pack 523,Snacks,PureLife,487.05,1524.14,23/04/2023
SKU10524,HomePro Classic Set 524,Groceries,ValueMax,978.51,986,10/04/2022
SKU10525,PrimeSelect Max Bottle 525,Personal Care,ValueMax,1692.99,1243.59,21/04/2024
SKU10526,FreshMart Premium Set 526,Household,SmartChoice,1283.78,1389.66,12/10/2022
SKU10527,SmartChoice Premium Box 527,Personal Care,UrbanHome,1802.46,1606.8,22/02/2025
SKU10528,FreshMart Max Pack 528,Household,PureLife,1822.62,2088.84,04/11/2019
SKU10529,UrbanHome Classic Bottle 529,Household,PureLife,97.02,66.94,09/04/2023
SKU10530,FreshMart Premium Unit 530,Electronics,DailyChoice,2256.25,1213.07,18/01/2024
SKU10531,PureLife Everyday Box 531,Groceries,GoodBuy,2064.05,1079.54,11/10/2021
SKU10532,TechPlus Max Unit 532,Personal Care,ValueMax,692.25,553.8,02/04/2022
SKU10533,ValueMax Max Pack 533,Dairy,PrimeSelect,1221.62,3160.82,05/10/2023
SKU10534,HomePro Classic Pack 534,Home & Kitchen,HomePro,784.21,1027.65,12/02/2022
SKU10535,DailyChoice Premium Box 535,Dairy,FreshMart,2268.47,629.33,08/09/2021
SKU10536,UrbanHome Everyday Box 536,Electronics,PureLife,969.39,3411.75,24/12/2022
SKU10537,HomePro Everyday Box 537,Dairy,HomePro,1002.21,1550.28,02/07/2024
SKU10538,DailyChoice Premium Set 538,Dairy,HomePro,2281.54,760.61,03/12/2019
SKU10539,FreshMart Plus Unit 539,Dairy,HomePro,1509.72,3012.3,24/12/2024
SKU10540,HomePro Premium Pack 540,Household,PureLife,361.92,2638.98,15/05/2020
SKU10541,TechPlus Classic Pack 541,Groceries,FreshMart,1572.52,3782.84,02/09/2019
SKU10542,PrimeSelect Max Box 542,Office Supplies,UrbanHome,1990.23,3514.85,27/03/2020
SKU10543,DailyChoice Premium Set 543,Office Supplies,FreshMart,857.85,2786.43,31/13/2022
SKU10544,SmartChoice Everyday Set 544,Beverages,UrbanHome,1326.97,669.13,07/07/2025
SKU10545,SmartChoice Plus Box 545,Beverages,PureLife,1574.57,1948.23,30/12/2020
SKU10546,UrbanHome Max Set 546,Household,PrimeSelect,1285.83,501.59,16/04/2024
SKU10547,HomePro Premium Unit 547,Frozen Foods,DailyChoice,2497.83,2211.11,01/04/2020
SKU10548,FreshMart Premium Box 548,Beverages,HomePro,1276.85,3669.63,15/08/2022
SKU10549,TechPlus Everyday Unit 549,Home & Kitchen,SmartChoice,1615.57,45.18,30/11/2021
SKU10550,HomePro Max Set 550,Frozen Foods,ValueMax,1988.1,3507.78,07/07/2023
SKU10551,GoodBuy Classic Unit 551,Dairy,GoodBuy,358.73,2171.09,07/10/2025
SKU10552,FreshMart Plus Box 552,Snacks,PrimeSelect,128.9,630.46,13/06/2023
SKU10553,DailyChoice Everyday Unit 553,Snacks,PrimeSelect,2433.01,3427.79,21/10/2023
SKU10554,FreshMart Premium Set 554,Beverages,ValueMax,1836,2161.48,17/10/2020
SKU10555,TechPlus Max Box 555,Frozen Foods,GoodBuy,995.34,1809.22,01/11/2019
SKU10556,DailyChoice Classic Pack 556,Home & Kitchen,GoodBuy,63.82,2013.88,05/08/2019
SKU10557,SmartChoice Classic Box 557,Office Supplies,PureLife,432.67,615.07,20/01/2021
SKU10558,PureLife Everyday Pack 558,Beverages,SmartChoice,44.17,477.57,19/10/2022
SKU10559,GoodBuy Premium Pack 559,Groceries,GoodBuy,1003.21,2656.38,01/06/2019
SKU10560,DailyChoice Plus Unit 560,Office Supplies,FreshMart,1396.04,3525.24,19/10/2020
SKU10561,GoodBuy Premium Bottle 561,Frozen Foods,DailyChoice,418.25,2787,28/04/2023
SKU10562,HomePro Max Unit 562,Household,PrimeSelect,1606.85,3367.92,23/12/2024
SKU10563,PureLife Premium Bottle 563,Snacks,ValueMax,2386.52,3383.74,09/10/2025
SKU10564,FreshMart Everyday Box 564,Frozen Foods,UrbanHome,2476.32,157.2,13/08/2020
SKU10565,DailyChoice Everyday Set 565,Beverages,UrbanHome,2086.25,3090.69,13/09/2019
SKU10566,PrimeSelect Everyday Set 566,Snacks,UrbanHome,1120.83,3095.21,03/12/2022
SKU10567,FreshMart Max Bottle 567,Snacks,PrimeSelect,1377.58,1419.41,03/06/2025
SKU10568,DailyChoice Premium Pack 568,Beverages,SmartChoice,1268.2,1657.1,16/11/2021
SKU10569,HomePro Max Pack 569,Electronics,PureLife,406.05,2989.6,10/03/2025
SKU10570,PureLife Everyday Set 570,Dairy,HomePro,2138.95,3946.62,01/02/2024
SKU10571,GoodBuy Premium Bottle 571,Groceries,TechPlus,1695.96,3951.67,24/02/2025
SKU10572,HomePro Plus Unit 572,Groceries,PrimeSelect,1602.08,1911.16,04/07/2025
SKU10573,UrbanHome Everyday Set 573,Snacks,FreshMart,566.42,3164.52,26/09/2019
